บาง	b-aa-ng^-0|
ติดรูป	t-i-t^-1|r-uu-p^-2|
การ์ซอน	k-aa-z^-0|s-@@-n^-0|
กูเควียตา	k-uu-z^-0|khw-iia-z^-0|t-aa-z^-0|
ฆาตกรรม	kh-aa-t^-2|t-a-z^-1|k-a-m^-0|
ตะแคง	t-a-z^-1|kh-xx-ng^-0|
เอน	z-ee-n^-0|
คาอูซิก	kh-aa-z^-0|z-uu-z^-0|s-i-k^-3|
ดินการ์ริดา	d-i-n^-0|k-aa-z^-0|r-i-z^-3|d-aa-z^-0|
ซาฟุด	s-aa-z^-0|f-u-t^-0|
ดินอาลียาร์	d-i-n^-0|z-aa-z^-0|l-ii-z^-0|j-aa-z^-0|
อาห์เหม็ด	z-aa-z^-0|m-e-t^-1|
ซาดิกคาเดอร์	s-aa-z^-0|d-i-k^-1|kh-aa-z^-0|d-qq-z^-2|
ไมเคิล	m-a-j^-0|kh-qq-l^-2|
ดักลาส	d-a-k^-3|l-aa-s^-3|
กาก	k-aa-k^-1|
มลพิษ	m-o-n^-0|l-a-z^-3|ph-i-t^-3|
ข้น	kh-o-n^-2|
สมุน	s-a-z^-1|m-u-n^-4|
ค่าหัว	kh-aa-z^-2|h-uua-z^-4|
แอนแทร็ก	z-xx-n^-0|th-x-k^-1|
อีฟลินา	z-ii-z^-0|fl-i-z^-3|n-aa-z^-0|
ไทเนอร์	th-a-j^-0|n-qq-z^-2|
กิฟฟารีน	k-i-f^-3|f-aa-z^-0|r-ii-n^-0|
เหม่	m-ee-z^-1|
ศีลธรรม	s-ii-n^-4|l-a-z^-3|th-a-m^-0|
รุนแรง	r-u-n^-0|r-xx-ng^-0|
วิโรจน์	w-i-z^-3|r-oo-t^-2|
เจ	c-ee-z^-0|
บิค	b-i-k^-1|
แประ	pr-x-z^-1|
สรรหา	s-a-n^-4|h-aa-z^-4|
รัฐธรรมนูญ	r-a-t^-3|th-a-z^-0|th-a-m^-0|m-a-z^-0|n-uu-n^-0|
บุฟ	b-u-f^-1|
ฟ่อน	f-@@-n^-2|
สูบ	s-uu-p^-1|
เหงา	ng-a-w^-4|
ค่าย	kh-aa-j^-2|
อาร์ต	z-aa-t^-3|
ฟอร์	f-@@-z^-0|
พิการ	ph-i-z^-3|k-aa-n^-0|
ด็อกเตอร์	d-@-k^-1|t-qq-z^-0|
ตืออ๋าแหมะจ้อน	t-vv-z^-0|z-aa-z^-4|m-x-z^-1|c-@@-n^-2|
จี้	c-ii-z^-2|
สิงห์	s-i-ng^-4|
อม	z-o-m^-0|
ควัน	khw-a-n^-0|
ครั้งนี้	khr-a-ng^-3|n-ii-z^-3|
มุลเลาะห์	m-u-l^-0|l-@-z^-3|
โมฮัมหมัดโอมาร์	m-oo-z^-0|h-a-m^-0|m-a-t^-1|z-oo-z^-0|m-aa-z^-0|
แท็งก์น้ำ	th-x-ng^-0|n-a-m^-3|
สยาม	s-a-z^-1|j-aa-m^-4|
โอเวอร์ซี	z-oo-z^-0|w-qq-z^-0|s-ii-z^-0|
โยน	j-oo-n^-0|
เผือก	ph-vva-k^-1|
ไฮโซ	h-a-j^-0|s-oo-z^-0|
บะละฮึ่ม	b-a-z^-3|l-a-z^-3|h-v-m^-2|
อีฟวแซงต์	z-ii-f^-3|w-a-z^-0|s-xx-ng^-0|
ลิขสิทธิ์	l-i-k^-3|kh-a-z^-1|s-i-t^-1|
รีฟโกช	r-ii-f^-3|k-oo-ch^-3|
กุชชี่	k-u-ch^-3|ch-ii-z^-2|
ถ่อ	th-@@-z^-1|
ราม	r-aa-m^-0|
ซ้อเพียะ	s-@@-z^-3|ph-ia-z^-3|
สไตล์	s-a-z^-1|t-a-j^-0|
แผลง	phl-xx-ng^-4|
ฤทธิ์	r-i-t^-3|
ตุ๊กตา	t-u-k^-3|k-a-z^-0|t-aa-z^-0|
จ๋อ	c-@@-z^-4|
สุรีย์	s-u-z^-1|r-ii-z^-0|
โฟล์ก	f-oo-k^-3|
เหนื่อย	n-vva-j^-1|
บิล	b-i-l^-0|
ปริ๊นต์	pr-ii-n^-3|
เศรษฐีนี	s-ee-t^-1|th-ii-z^-4|n-ii-z^-0|
เพ็ททร้า	ph-e-t^-3|thr-aa-z^-2|
เอ็กซ์สปอร์ต	z-e-k^-3|s-a-z^-1|p-@@-t^-1|
เดลเวลลอปเม้นต์	d-ee-l^-0|w-ee-l^-0|l-@@-p^-0|m-ee-n^-3|
ดีเซล	d-ii-z^-0|s-e-l^-0|
พิฆาต	ph-i-z^-3|kh-aa-t^-2|
เตี่ย	t-iia-z^-1|
โพธิ์	ph-oo-z^-0|
เท่าไหร่	th-a-w^-2|r-a-j^-1|
พงศ์	ph-o-ng^-0|
ปุณโณฑก	p-u-n^-0|n-oo-z^-o|th-o-k^-3|
พิษณุโลก	ph-i-t^-3|s-a-z^-1|n-u-z^-3|l-oo-k^-2|
สันติ	s-a-n^-4|t-i-z^-1|
วิจักขณา	w-i-z^-3|c-a-k^-1|kh-a-z^-1|n-aa-z^-0|
สันติสุข	s-a-n^-4|t-i-z^-1|s-u-k^-1|
เสนะวงศ์รอง	s-ee-z^-4|n-a-z^-3|w-o-ng^-0|r-@@-ng^-0|
ครุ	khr-u-z^-3|
เสน	s-ee-n^-4|
เฮีย	h-iia-z^-0|
หยุน	j-u-n^-4|
เพลิด	phl-qq-t^-2|
เพลิน	phl-qq-n^-0|
เกษตรกร	k-a-z^-0|s-ee-t^-1|tr-a-z^-0|k-@@-n^-0|
นม	n-o-m^-0|
ดัชมิลล์	d-a-ch^-3|m-i-l^-0|
ลาม	l-aa-m^-0|
ทุ่ง	th-u-ng^-2|
ปรอท	p-a-z^-1|r-@@-t^-1|
แอมโมเนีย	z-xx-m^-0|m-oo-z^-0|n-iia-z^-0|
สิว	s-i-w^-4|
ฝ้า	f-aa-z^-2|
ไฮโดรควิโนน	h-a-j^-0|dr-oo-z^-0|khw-i-z^-3|n-oo-n^-0|
โลชั่น	l-oo-z^-0|ch-a-n^-2|
หลงไข่กรุ๊ป	l-o-ng^-4|kh-a-j^-1|kr-u-p^-3|
รุจินภา	r-u-z^-3|c-i-z^-0|n-a-z^-3|ph-aa-z^-0|
แทนไหม	th-xx-n^-0|m-a-j^-4|
อรรถพล	z-a-t^-1|th-a-z^-0|ph-o-n^-0|
หลังฝน	l-a-ng^-4|f-o-n^-4|
วาล์ว	w-aa-w^-0|
หาญ	h-aa-n^-4|
แพง	ph-xx-ng^-0|
ภิญโญ	ph-i-n^-0|j-oo-z^-0|
ทวีแจ่มทรัพย์	th-a-z^-3|w-ii-z^-0|c-xx-m^-1|s-a-p^-3|
ชมรม	ch-o-m^-0|r-o-m^-0|
ตระกร้อ	tr-a-z^-1|kr-@@-z^-2|
สมอง	s-a-z^-0|m-@@-ng^-4|
วิตามิน	w-i-z^-3|t-aa-z^-0|m-i-n^-0|
โฟรลิค	fr-oo-z^-0|l-i-k^-1|
แอซิด	z-xx-z^-0|s-i-t^-2|
ตีบ	t-ii-p^-1|
ขาน	kh-aa-n^-4|
นาค	n-aa-k^-2|
สงฆ์	s-o-ng^-4|
ยู	j-uu-z^-0|
แทรกเตอร์	thr-xx-k^-3|t-qq-z^-0|
เทรลเลอร์	th-ee-l^-0|l-qq-z^-2|
คัน	kh-a-n^-0|
ละลาย	l-a-z^-3|l-aa-j^-0|
ลำธาร	l-a-m^-0|th-aa-n^-0|
เขวี้ยง	khw-iia-ng^-2|
แอนแทร็กซ์	z-xx-n^-0|thr-x-k^-1|
มงคล	m-o-ng^-0|kh-o-n^-0|
สาระ	s-aa-z^-4|r-a-z^-3|
หัวใจ	h-uua-z^-4|c-a-j^-0|
ดัลลัส	d-a-l^-0|l-a-s^-3|
ฮายาชิ	h-aa-z^-0|j-aa-z^-0|ch-i-z^-3|
เอสเอชบี	z-ee-s^-3|z-ee-ch^-3|b-ii-z^-0|
พก	ph-o-k^-3|
เขียง	kh-iia-ng^-4|
ภริยา	ph-a-z^-0|r-i-z^-0|j-aa-z^-0|
อนาถ	z-a-z^-1|n-aa-t^-1|
โยม	j-oo-m^-0|
จีวร	c-ii-z^-0|w-@@-n^-0|
ปลิว	pl-i-w^-0|
กึ่ง	k-v-ng^-1|
แหว่ง	w-xx-ng^-1|
วีดีโอ	w-ii-z^-0|d-ii-z^-0|z-oo-z^-0|
ประหาร	pr-a-z^-1|h-aa-n^-4|
ยานรก	j-aa-z^-0|n-a-z^-3|r-o-k^-3|
ซ้อน	s-@@-n^-3|
ตะลึง	t-a-z^-1|l-v-ng^-0|
ดนุพร	d-a-z^-1|n-u-z^-3|ph-@@-n^-0|
กบ	k-o-p^-1|
สุวนันท์	s-u-z^-1|w-a-z^-3|n-a-n^-0|
บรูไน	br-uu-z^-0|n-a-j^-0|
สินทรัพย์	s-i-n^-4|s-a-p^-3|
อักเสบ	z-a-k^-1|s-ee-p^-1|
เจ๊ะกูแม	c-e-z^-3|k-uu-z^-0|m-xx-z^-0|
ปูเต๊ะ	p-uu-z^-0|t-e-z^-3|
โจก	c-oo-k^-1|
สลาก	s-a-z^-1|l-aa-k^-1|
โต๊ด	t-oo-t^-3|
ขงเบ้ง	kh-o-ng^-4|b-e-ng^-2|
อุบาย	z-u-z^-1|b-aa-j^-0|
ไซซี	s-a-j^-0|s-ii-z^-0|
ปรนเปรอ	pr-o-n^-0|pr-qq-z^-0|
พันศักดิ์	ph-a-n^-0|s-a-k^-1|
ย้ำ	j-a-m^-3|
จั๋ง	c-a-ng^-4|
หนับ	n-a-p^-1|
ตอก	t-@@-k^-1|
อภิสิทธิ์	z-a-z^-1|ph-i-z^-3|s-i-t^-1|
ทิศ	th-i-t^-3|
เปโทรส	p-ee-z^-0|thr-oo-s^-2|
ฮัดจิเปโทร	h-a-t^-3|c-i-z^-1|p-ee-z^-0|thr-oo-z^-0|
ผู้แทน	ph-uu-z^-2|th-xx-n^-0|
กิตติมศักดิ์	k-i-t^-1|t-i-z^-1|m-a-z^-3|s-a-k^-1|
เอ็มมอร์	z-e-m^-0|m-@@-z^-0|
เช็ดข่าน	ch-e-t^-3|kh-aa-n^-1|
บังกลาเทศ	b-a-ng^-0|k-a-z^-0|l-aa-z^-0|th-ee-t^-2|
เปฮินดาโต๊ะ	p-ee-z^-0|h-i-n^-0|d-aa-z^-0|t-o-z^-3|
ฮาจิ	h-aa-z^-0|c-i-z^-1|
อับดุลรามาน	z-a-p^-1|d-u-n^-0|r-aa-z^-0|m-aa-n^-0|
ทาอิบ	th-aa-z^-0|z-i-p^-1|
ไกด์	k-a-j^-3|
หล่น	l-o-n^-1|
อิตาลี	z-i-z^-1|t-aa-z^-0|l-ii-z^-2|
ต็อตติ	t-@-t^-3|t-i-z^-1|
กัตตูโซ	k-a-t^-1|t-uu-z^-0|s-oo-z^-0|
โหม่ง	m-oo-ng^-1|
โล่ง	l-oo-ng^-2|
บุฟฟอน	b-u-f^-3|f-@@-n^-2|
กระบอก	kr-a-z^-1|b-@@-k^-1|
ยำ	j-a-m^-0|
ซุก	s-u-k^-3|
อัลไพน์	z-a-l^-0|ph-a-j^-0|
เรียลเอสเตรท	r-iia-l^-0|z-ee-s^-3|tr-ee-t^-1|
เสริมเวช	s-qq-m^-4|w-ee-t^-2|
ช่วงยรรยง	ch-uua-ng^-2|j-a-n^-0|j-o-ng^-0|
รอยัลสไปรท์ส	r-@@-z^-0|j-a-l^-2|s-a-z^-0|pr-a-j^-3|
พนม	ph-a-z^-0|n-o-m^-0|
นพพร	n-o-p^-3|ph-@@-n^-0|
ซิลเวอร์โกลด์	s-i-l^-0|w-qq-z^-2|kl-oo-l^-0|
สุรศักดิ์	s-u-z^-1|r-a-z^-3|s-a-k^-1|
วาจาสิทธิ์	w-aa-z^-0|c-aa-z^-0|s-i-t^-1|
เฟรชฟิลด์	fr-ee-ch^-2|f-i-l^-0|
ถอด	th-@@-t^-1|
กาฬ	k-aa-n^-0|
วัสดุ	w-a-t^-3|s-a-z^-1|d-u-z^-1|
เต่า	t-a-w^-1|
ธนบัตร	th-a-z^-3|n-a-z^-3|b-a-t^-1|
ปริ้นเตอร์	pr-i-n^-2|t-qq-z^-0|
เละเทะ	l-e-z^-3|th-e-z^-3|
ไทยรักไทย	th-a-j^-0|r-a-k^-3|th-a-j^-0|
ปุณณกันต์	p-u-n^-0|n-a-z^-3|k-a-n^-0|
ออฟโรดจ๊าก	z-@@-f^-3|r-oo-t^-3|c-aa-k^-3|
ส้ม	s-o-m^-2|
เครือ	khr-vva-z^-0|
ข่าย	kh-aa-j^-1|
เว็บไซด์	w-e-p^-3|s-a-j^-3|
รอมะลี	r-@@-z^-0|m-a-z^-3|l-ii-z^-0|
รอมือลี	r-@@-z^-0|m-vv-z^-0|l-ii-z^-0|
ตาเยะ	t-aa-z^-0|j-e-z^-1|
นราธิวาส	n-a-z^-3|r-aa-z^-0|th-i-z^-3|w-aa-t^-2|
ไทม์ยัง	th-a-j^-0|j-a-ng^-0|
โด่ง	d-oo-ng^-1|
กีฬา	k-ii-z^-0|l-aa-z^-0|
ไทเกอร์วูดส์	th-a-j^-0|k-qq-z^-2|w-uu-t^-3|
ภรณี	ph-@@-z^-0|r-a-z^-0|n-ii-z^-0|
ล่ำซำ	l-a-m^-2|s-a-m^-0|
กฤษณ์	kr-i-t^-1|
ณรงค์เดช	n-a-z^-0|r-o-ng^-0|d-ee-t^-1|
กรัยวิเชียร	kr-a-j^-0|w-i-z^-3|ch-iia-n^-0|
อุทุมพร	z-u-z^-1|th-u-m^-0|ph-@@-n^-0|
เณร	n-ee-n^-0|
แอ	z-xx-z^-0|
จู๋	c-uu-z^-4|
คัตเตอร์	kh-a-t^-3|t-qq-z^-2|
อัณฑะ	z-a-n^-0|th-a-z^-3|
หร็อมแหร็ม	r-@-m^-4|r-x-m^-4|
บรรดา	b-a-n^-0|d-aa-z^-0|
จณิสตา	c-a-z^-1|n-i-t^-3|t-aa-z^-0|
ณหทัย	n-a-z^-3|h-a-z^-1|th-a-j^-0|
ทิวไผ่งาม	th-i-w^-0|ph-a-j^-1|ng-aa-m^-0|
เริง	r-qq-ng^-0|
หฤหรรษ์	h-a-z^-1|r-v-z^-1|h-a-n^-4|
มันส์	m-a-n^-0|
หยด	j-o-t^-1|
วารสาร	w-@@-z^-0|r-a-z^-3|s-aa-n^-4|
เดลี่	d-ee-z^-0|l-ii-z^-2|
มหาวิทยาลัย	m-a-z^-0|h-@@-z^-4|w-i-t^-3|th-a-z^-0|j-aa-z^-0|l-a-j^-0|
มอร์แกน	m-@@-z^-0|k-xx-n^-0|
จาตุรนต์	c-aa-z^-0|t-u-z^-1|r-o-n^-0|
ปิยสวัสดิ์	p-i-z^-1|j-a-z^-3|s-a-z^-1|w-a-t^-1|
เฮลโล	h-ee-l^-0|l-oo-z^-0|
ซาราห์	s-aa-z^-0|r-aa-z^-2|
เฟอร์กูสันดัชเชส	f-qq-z^-0|k-uu-z^-0|s-a-n^-4|d-a-ch^-1|ch-ee-s^-2|
ชายา	ch-aa-z^-0|j-aa-z^-0|
เจ้าฟ้า	c-a-w^-2|f-aa-z^-3|
แอนดรูว์	z-xx-n^-0|dr-uu-z^-0|
สปอร์ตดิ้ง	s-a-z^-1|p-@@-t^-1|d-i-ng^-2|
เดอะฟิวเจอร์	d-q-z^-1|f-i-w^-0|c-qq-z^-2|
เคล้า	khl-a-w^-3|
ยื้อ	j-vv-z^-3|
ตรึง	tr-v-ng^-0|
อาร์พี	z-aa-z^-0|ph-ii-z^-0|
แหวก	w-xx-k^-1|
เพียะ	ph-ia-z^-0|
แค้น	kh-xx-n^-3|
ระเนน	r-a-z^-3|n-ee-n^-0|
ระนาด	r-a-z^-3|n-aa-t^-2|
จาน	c-aa-n^-0|
บากรัม	b-aa-z^-0|kr-a-m^-0|
ศุภรัชต์	s-u-p^-1|ph-a-z^-0|r-a-t^-3|
โชติกญาณ	ch-oo-z^-0|t-i-k^-1|j-aa-n^-0|
พลเรือน	ph-o-n^-0|l-a-z^-0|r-vva-n^-0|
นิทรรศการ	n-i-z^-3|th-a-t^-3|s-a-z^-1|k-aa-n^-0|
เอ็กซ์คลูซีฟ	z-e-k^-3|khl-uu-z^-0|s-ii-f^-1|
แอร์โรเฟลกซ์	z-xx-z^-0|r-oo-z^-2|fl-ee-k^-1|
อินเตอร์เนชันแนล	z-i-n^-0|t-qq-z^-0|n-ee-z^-0|ch-a-n^-2|n-xx-l^-0|
เฟลกทรอนิคส์	fl-ee-k^-2|thr-@@-z^-0|n-i-k^-3|
มนต์ชัย	m-o-n^-0|ch-a-j^-0|
เปลี่ยนสันเที๊ยะ	pl-iia-n^-1|s-a-n^-4|th-ia-z^-3|
ชันฟูลริค	ch-a-n^-0|f-uu-l^-0|r-i-k^-1|
ไฮโดรฟลอริค	h-a-j^-0|dr-oo-z^-0|fl-@@-z^-0|r-i-k^-1|
เจ้าทุกข์	c-a-w^-2|th-u-k^-3|
พระหัตถ์	phr-a-z^-3|h-a-t^-1|
เจฟฟรี่ย์ซาคส์	c-ee-f^-3|fr-ii-z^-2|s-aa-k^-3|
ฮาร์เวิร์ด	h-aa-z^-0|w-qq-t^-1|
ศิรินทร์	s-i-z^-1|r-i-n^-0|
วิบูลย์	w-i-z^-3|b-uu-n^-0|
เลาหพงศ์	l-a-w^-0|h-a-z^-1|ph-o-ng^-0|
เจ้าบ่าว	c-a-w^-2|b-aa-w^-1|
หมาก	m-aa-k^-1|
ใย	j-a-j^-0|
แอฟ	z-xx-f^-3|
ยุติ	j-u-t^-3|t-i-z^-1|
ซาลังงอร์ทรูฟ	s-aa-z^-0|l-a-ng^-0|ng-@@-z^-0|thr-uu-f^-3|
อีเควสเตียน	z-ii-z^-0|khw-ee-s^-3|t-iia-n^-2|
เซ็นเตอร์	s-e-n^-0|t-qq-z^-2|
กระถาง	kr-a-z^-1|th-aa-ng^-4|
หรี่	r-ii-z^-1|
สนิท	s-a-z^-1|n-i-t^-1|
โอลิมปิก	z-oo-z^-0|l-i-m^-0|p-i-k^-1|
ธง	th-o-ng^-0|
ไอซ์บลู	z-a-j^-3|bl-uu-z^-0|
ซึม	s-v-m^-0|
ศรราม	s-@@-n^-4|r-aa-m^-0|
เทพพิทักษ์	th-ee-p^-2|ph-i-z^-3|th-a-k^-3|
แตกต่าง	t-xx-k^-1|t-aa-ng^-1|
เผ่น	ph-ee-n^-1|
แวดล้อม	w-xx-t^-2|l-@@-m^-3|
แปลนพัลลิชชิ่ง	pl-xx-n^-0|ph-a-l^-3|l-i-ch^-3|ch-i-ng^-2|
ครอบครัว	khr-@@-p^-2|khr-uua-z^-0|
สต็อก	s-a-z^-1|t-@-k^-1|
ยัวะขัด	j-ua-z^-3|kh-a-t^-1|
ปิตุฆาต	p-i-z^-1|t-u-z^-1|kh-aa-t^-2|
วิศิษฐ์	w-i-z^-3|s-i-t^-1|
พลอย	phl-@@-j^-0|
เฟืองฟ้า	f-vva-ng^-0|f-aa-z^-3|
สุริวงศ์	s-u-z^-1|r-i-z^-3|w-o-ng^-0|
ภารกิจ	ph-aa-z^-0|r-a-z^-3|k-i-t^-1|
ดำเนินการ	d-a-m^-0|n-qq-n^-0|k-aa-n^-0|
มิสเตอร์	m-i-s^-3|t-qq-z^-0|
แอนดรู	z-xx-n^-0|dr-uu-z^-0|
บุชเชอร์	b-u-ch^-3|ch-qq-z^-2|
ทิ่ม	th-i-m^-2|
นฤธิ	n-a-z^-3|r-v-z^-3|th-i-z^-3|
สตาร์ต	s-a-z^-1|t-aa-t^-3|
วินาที	w-i-z^-3|n-aa-z^-0|th-ii-z^-0|
ปรึกษา	pr-v-k^-1|s-aa-z^-4|
มาระ	m-aa-z^-0|r-a-z^-3|
บุ	b-u-z^-1|
เกี๊ยะ	k-ia-z^-3|
แม็คอัลลิสเตอร์	m-x-k^-3|z-a-l^-0|l-i-s^-3|t-qq-z^-2|
แพทริค	ph-xx-t^-3|thr-i-k^-1|
เบอร์เกอร์	b-qq-z^-0|k-qq-z^-2|
ยารี	j-aa-z^-0|r-ii-z^-0|
ลิตมาเน่น	l-i-s^-3|m-aa-z^-0|n-ee-n^-2|
เน่น	n-ee-n^-2|
ซานเดอร์	s-aa-n^-0|d-qq-z^-2|
เวสเตอร์เฟลด์	w-ee-s^-3|t-qq-z^-2|fl-ee-z^-0|
เอสลีก	z-ee-s^-3|l-ii-k^-1|
บางคล้อ	b-aa-ng^-0|khl-@@-z^-3|
จอมทอง	c-@@-m^-0|th-@@-ng^-0|
เฒ่า	th-a-w^-2|
บลังโก	bl-a-ng^-0|k-oo-z^-2|
จังโก้	c-a-ng^-0|k-oo-z^-2|
ฮาเวียร์	h-aa-z^-0|w-iia-z^-0|
อากิร์เร	z-aa-z^-0|k-i-z^-1|r-ee-z^-0|
ออสการ์	z-@@-s^-3|k-aa-z^-2|
เปเรซ	p-ee-z^-0|r-ee-t^-3|
ราฟาเอล	r-aa-z^-0|f-aa-z^-0|z-ee-l^-0|
มาร์เกวซ	m-aa-z^-0|kw-ee-t^-3|
มานูเอล	m-aa-z^-0|n-uu-z^-0|z-ee-l^-0|
วิดริโอเกราร์โด	w-i-z^-3|dr-i-z^-1|z-oo-z^-0|k-ee-z^-0|r-aa-z^-0|d-oo-z^-2|
ซัลวาดอร์	s-a-n^-0|w-aa-z^-0|d-@@-z^-0|
คาร์โมนาโยฮัน	kh-aa-z^-0|m-oo-z^-0|n-aa-z^-2|j-oo-z^-0|h-a-n^-0|
โรดริเกวซ	r-oo-z^-0|dr-i-z^-1|kw-ee-t^-3|
เฮซุส	h-ee-z^-0|s-u-s^-3|
อเรญาโน	z-a-z^-1|r-ee-z^-0|j-aa-z^-0|n-oo-z^-0|
แบรดฟรีเดล	br-xx-t^-1|fr-ii-z^-0|d-ee-l^-0|
เกร็กเบอร์ฮัลเตอร์	kr-e-k^-3|b-qq-z^-0|h-a-l^-0|t-qq-z^-2|
พาโบล	ph-aa-z^-0|bl-oo-z^-0|
มาสโตรเอนี	m-aa-s^-3|tr-oo-z^-0|z-ee-z^-0|n-ii-z^-2|
จอห์น	c-@@-n^-0|
โอไบรอัน	z-oo-z^-0|br-a-j^-0|z-a-n^-2|
เอ็ดดี้	z-e-t^-3|d-ii-z^-2|
ลูอิส	l-uu-z^-0|z-i-s^-3|
เคลาดิโอ	khl-a-w^-0|d-i-z^-0|z-oo-z^-2|
เรย์นา	r-ee-z^-0|n-aa-z^-0|
โจชโวล์ฟ	c-oo-ch^-3|w-oo-f^-2|
ไบรอัน	br-a-j^-0|z-a-n^-2|
แมคไบรด์	m-xx-k^-3|br-a-j^-0|
แลนดอน	l-xx-n^-0|d-@@-n^-2|
โดโนแวน	d-oo-z^-0|n-oo-z^-0|w-xx-n^-0|
บาร์ตกูร์	b-aa-t^-2|k-uu-z^-0|
โยฮัน	j-oo-z^-0|h-a-n^-0|
วาเลม	w-aa-z^-0|l-ee-m^-0|
แกร์ต	k-xx-t^-1|
เวอร์เฮเยน	w-qq-z^-0|h-ee-z^-0|j-ee-n^-2|
แจ็คกี้	c-x-k^-3|k-ii-z^-2|
ปีเตอร์ส	p-ii-z^-0|t-qq-s^-3|
แดเนียล	d-xx-z^-0|n-iia-l^-2|
ฟาน	f-aa-n^-0|
บานเตน	b-aa-n^-0|t-ee-n^-0|
อีฟส์	z-ii-f^-0|
ฟานเดอร์เฮก	f-aa-n^-0|d-qq-z^-0|h-ee-k^-2|
เอ็มโบ	z-e-m^-0|b-oo-z^-0|
แฉลบ	ch-a-z^-0|l-xx-p^-1|
เบลเยียม	b-ee-l^-0|j-iia-m^-2|
วิลมอตส์	w-i-l^-0|m-@-t^-3|
จูเนียร์	c-uu-z^-0|n-iia-z^-1|
เสียว	s-iia-w^-4|
ริวัลโด	r-i-z^-3|w-a-l^-0|d-oo-z^-2|
เฮิร์บ	h-qq-p^-3|
ภาคภูมิ	ph-aa-k^-2|ph-uu-m^-0|
ผลัด	phl-a-t^-1|
สุข	s-u-k^-1|
แหนม	n-xx-m^-4|
สงคราม	s-o-ng^-4|khr-aa-m^-0|
ตุลสะแล็ง	t-u-n^-0|s-a-z^-1|l-x-ng^-0|
ผลพวง	ph-o-n^-4|ph-uua-ng^-0|
กระบะ	kr-a-z^-1|b-a-z^-1|
คริสต์จักร	khr-i-s^-3|c-a-k^-1|
เพรสไบทิเนียน	phr-ee-s^-3|b-a-j^-0|th-i-z^-0|n-iia-n^-2|
ควีนส์	khw-ii-n^-0|
ราษฎร	r-aa-t^-2|s-a-z^-1|d-@@-n^-0|
เจตนารมณ์	c-ee-t^-1|t-a-z^-0|n-aa-z^-0|r-o-m^-0|
ป๋วย	p-uua-j^-4|
อึ๊งภากรณ์	z-v-ng^-3|ph-aa-z^-0|k-@@-n^-0|
จู๊ด	c-uu-t^-3|
โทรม	s-oo-m^-0|
พันธบัตร	ph-a-n^-0|th-a-z^-3|b-a-t^-1|
เชาวริน	ch-a-w^-0|w-a-z^-3|r-i-n^-0|
เทลเลอร์	th-ee-l^-0|l-qq-z^-2|
มิตซูบิชิ	m-i-t^-3|s-uu-z^-0|b-i-z^-1|ch-i-z^-3|
พ่วง	ph-uua-ng^-2|
เสาะ	s-@-z^-1|
ประพฤติ	pr-a-z^-1|ph-v-t^-3|
สกปรก	s-o-k^-1|k-a-z^-0|pr-o-k^-1|
ไฮดรอลิก	h-a-j^-0|dr-@@-z^-0|l-i-k^-3|
ทูล	th-uu-n^-0|
สมเด็จ	s-o-m^-4|d-e-t^-1|
เหตุผล	h-ee-t^-1|ph-o-n^-4|
อึ้ง	z-v-ng^-2|
หมวย	m-uua-j^-4|
อัดอั้น	z-a-t^-1|z-a-n^-2|
ทราฟิกูร่า	thr-aa-z^-0|f-i-z^-3|k-uu-z^-0|r-aa-z^-2|
กลัด	kl-a-t^-1|
หมี	m-ii-z^-4|
แพน	ph-xx-n^-0|
ด้า	d-aa-z^-2|
จูเวลรี่	c-uu-z^-0|w-ee-w^-0|r-ii-z^-2|
จูดิธลีเบอร์	c-uu-z^-0|d-i-t^-3|l-ii-z^-0|b-qq-z^-2|
แพนด้า	ph-xx-n^-0|d-aa-z^-2|
แฟรงค์	fr-xx-ng^-3|
จิวเวลรี่	c-i-w^-0|w-ee-l^-0|r-ii-z^-2|
ผลงาน	ph-o-n^-4|ng-aa-n^-0|
เทียม	th-iia-m^-0|
ไฮดร๊อกซีอาปาไท้	h-a-j^-0|dr-@@-k^-3|s-ii-z^-0|z-aa-z^-0|p-aa-z^-0|th-a-j^-3|
สังเคราะห์	s-a-ng^-4|khr-@-z^-3|
ขจรศักดิ์	kh-a-z^-0|c-@@-n^-0|s-a-k^-1|
วงศ์ศักดิ์ถาวร	w-o-ng^-0|s-a-k^-1|th-aa-z^-4|w-@@-n^-0|
สมาคม	s-a-z^-1|m-aa-z^-0|kh-o-m^-0|
แอร์คาร์โก้	z-xx-z^-0|kh-aa-z^-0|k-oo-z^-2|
บิสสิเนส	b-i-s^-3|s-i-z^-0|n-ee-s^-1|
เบนซ์	b-ee-n^-3|
ม่วง	m-uua-ng^-2|
เลขา	l-ee-z^-0|kh-aa-z^-4|
มวลชน	m-uua-n^-0|ch-o-n^-0|
ฉาบ	ch-aa-p^-1|
ฉวย	ch-uua-j^-4|
มึน	m-v-n^-0|
ฤกษ์	r-qq-k^-2|
เจ้าสาว	c-a-w^-2|s-aa-w^-4|
หมั้น	m-a-n^-2|
อี๋	z-ii-z^-4|
ฟรานเซส	fr-aa-n^-0|s-ee-s^-3|
เวนเดรลล์	w-ee-n^-0|dr-ee-l^-0|
พิเศษ	ph-i-z^-3|s-ee-t^-1|
ลัคธาร์	l-a-k^-3|th-aa-z^-0|
ไฮเทค	h-a-j^-0|th-ee-k^-2|
